Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
06-01-2018,06 - 07,"29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64","29,48","24,64",30,"24,64",30,"24,64"
06-01-2018,07 - 08,"30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","30,35","24,64","31,36","24,64","31,36","24,64"
06-01-2018,08 - 09,"30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","30,38","24,8","34,19","24,8","34,19","24,8"
06-01-2018,09 - 10,"30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","30,9","25,67","41,11","25,67","41,11","25,67"
06-01-2018,10 - 11,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"31,89",26,"43,16",26,"43,16",26
06-01-2018,11 - 12,"32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","32,86","26,18","43,17","26,18","43,17","26,18"
06-01-2018,12 - 13,"32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","32,17","25,67","43,14","25,67","43,14","25,67"
06-01-2018,13 - 14,"31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","31,79","25,67","39,96","25,67","39,96","25,67"
06-01-2018,14 - 15,"31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","31,77","25,67","36,04","25,67","36,04","25,67"
06-01-2018,15 - 16,"33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","33,05","25,67","34,91","25,67","34,91","25,67"
06-01-2018,16 - 17,"36,47","27,21","36,47","27,21","36,47","27,21","34,78","27,21","36,47","27,21","36,47","27,21","36,47","27,21","36,47","27,21","60,44","39,54","36,47","27,21","40,52","27,21","60,44","40,52"
06-01-2018,17 - 18,"36,53",28,"36,53",28,"36,53",28,"34,99",28,"36,53",28,"36,53",28,"36,53",28,"36,53",28,"60,44","41,39","36,53",28,"43,91","43,91","60,44","43,91"
06-01-2018,18 - 19,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"34,45",28,"43,87","43,87","43,87","43,87"
06-01-2018,19 - 20,"31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","31,93","27,72","35,09","27,72","35,09","27,72"
06-01-2018,20 - 21,"31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67","31,06","25,67"
06-01-2018,21 - 22,"30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67","30,72","25,67"
06-01-2018,22 - 23,"29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67","29,98","25,67"
06-01-2018,23 - 00,"29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8","29,03","24,8"
07-01-2018,00 - 01,"28,1","28,1","28,1","28,1","27,58","27,58","27,58","27,58","28,1","28,1","27,58","27,58","27,58","27,58","27,58","27,58","27,58","27,58","27,58","27,58","21,87","21,87","27,58","27,58"
07-01-2018,01 - 02,"27,71","27,71","27,71","27,71","25,9","25,9","25,9","25,9","27,71","27,71","25,9","25,9","25,9","25,9","25,9","25,9","25,9","25,9","25,9","25,9","15,98","15,98","25,9","25,9"
07-01-2018,02 - 03,"27,38","27,38","27,38","27,38","25,89","25,89","25,89","25,89","27,38","27,38","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","25,89","15,99","15,99","25,89","25,89"
07-01-2018,03 - 04,"26,86","26,86","26,86","26,86","26,16","26,16","26,16","26,16","26,86","26,86","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16","26,16"
07-01-2018,04 - 05,"26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6","26,6"
07-01-2018,05 - 06,"27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14","27,14"
07-01-2018,06 - 07,"27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43","27,43"
07-01-2018,07 - 08,"27,69",24,"27,69",24,"27,69","27,69","27,69",24,"27,69",24,"27,69",24,"27,69",24,"27,69",24,"27,69",24,"27,69",24,"27,69",24,"27,69",24
07-01-2018,08 - 09,"27,93",24,"27,93",24,"27,93","27,4","27,93",24,"27,93",24,"27,93",24,"27,93",24,"27,93",24,"27,93",24,"27,93",24,"27,93",24,"27,93",24
07-01-2018,09 - 10,"28,33","24,75","28,33","24,75","28,33","27,8","28,33","24,75","28,33","24,75","28,33","24,75","28,33","24,75","28,33","24,75","28,33","24,75","28,33","24,75","28,33","24,75","28,33","24,75"
07-01-2018,10 - 11,"28,79","24,75","28,79","24,75","28,79","27,96","28,79","24,75","28,79","24,75","28,79","24,75","28,79","24,75","28,79","24,75","28,79","24,75","28,79","24,75","28,79","24,75","28,79","24,75"
07-01-2018,11 - 12,"28,95","24,75","28,95","24,75","28,95","27,95","28,95","24,75","28,95","24,75","28,95","24,75","28,95","24,75","28,95","24,75","28,95","24,75","28,95","24,75","28,95","24,75","28,95","24,75"
07-01-2018,12 - 13,"28,96","24,75","28,96","24,75","28,96","27,96","28,96","24,75","28,96","24,75","28,96","24,75","28,96","24,75","28,96","24,75","28,96","24,75","28,96","24,75","28,96","24,75","28,96","24,75"
07-01-2018,13 - 14,"28,27","23,8","28,27","23,8","28,27","27,7","28,27","23,8","28,27","23,8","28,27","23,8","28,27","23,8","28,27","23,8","28,27","23,8","28,27","23,8","28,27","23,8","28,27","23,8"
07-01-2018,14 - 15,"28,29","23,21","28,29","23,21","28,29","27,7","28,29","23,21","28,29","23,21","28,29","23,21","28,29","23,21","28,29","23,21","28,29","23,21","28,29","23,21","28,29","23,21","28,29","23,21"
07-01-2018,15 - 16,"28,62","23,21","28,62","23,21","28,62","27,96","28,62","23,21","28,62","23,21","28,62","23,21","28,62","23,21","28,62","23,21","28,62","23,21","28,62","23,21","26,75","23,21","28,62","23,21"
07-01-2018,16 - 17,"29,38","25,78","29,38","25,78","29,38","27,96","29,38","25,78","29,38","25,78","29,38","25,78","29,38","25,78","29,38","25,78","29,38","25,78","29,38","25,78","27,21","25,78","29,38","25,78"
07-01-2018,17 - 18,"32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88","32,49","30,88"
07-01-2018,18 - 19,"32,8","31,51","32,8","31,51","32,8","31,51","32,8","30,49","32,8","31,51","32,8","31,51","32,8","31,51","32,8","31,51","32,8","31,51","32,8","31,51","34,34","34,34","34,34","34,34"
07-01-2018,19 - 20,32,"31,12",32,"31,12",32,"31,12",32,"30,4",32,"31,12",32,"31,12",32,"31,12",32,"31,12",32,"31,12",32,"31,12","32,33","32,33","32,33","32,33"
07-01-2018,20 - 21,"29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96","29,96"
07-01-2018,21 - 22,"28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75","28,94","24,75"
07-01-2018,22 - 23,"28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","28,9","24,75","29,69","24,75","29,13","24,75"
07-01-2018,23 - 00,"27,8","24,6","27,8","24,6","27,57","24,6","27,57","24,6","27,8","24,6","27,57","24,6","27,57","24,6","27,57","24,6","27,57","24,6","27,57","24,6","27,01","24,6","27,57","24,6"
08-01-2018,00 - 01,"27,38","20,63","27,38","20,63","25,87","20,63","25,87","20,63","27,38","20,63","25,03","20,63","25,03","20,63","25,03","20,63","25,03","20,63","25,03","20,63","18,91","18,91","25,03","20,63"
08-01-2018,01 - 02,"26,25","18,56","26,25","18,56","25,21","15,6","25,21","15,6","26,25","18,56","23,96","15,6","23,96","15,6","23,96","15,6","23,96","15,6","23,96","15,6","15,15","15,15","23,96","15,6"
08-01-2018,02 - 03,"25,66","17,53","25,66","17,53","24,89","17,53","24,89","17,53","25,66","17,53","23,92","17,53","23,92","17,53","23,92","17,53","23,92","17,53","23,92","17,53","23,92","17,53","23,92","17,53"
08-01-2018,03 - 04,"25,65","19,5","25,65","19,5","25,48","19,5","25,48","19,5","25,65","19,5","25,48","19,5","25,48","19,5","25,48","19,5","25,48","19,5","25,48","19,5","25,48","19,5","25,48","19,5"
08-01-2018,04 - 05,"26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","26,12","22,1","23,09","22,1","26,12","22,1"
08-01-2018,05 - 06,"27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","27,96","22,69","17,1","17,1","27,96","22,69"
08-01-2018,06 - 07,"29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","29,62","24,75","30,03","24,75","29,62","24,75"
08-01-2018,07 - 08,"32,73","27,85","32,73","27,85","32,73","27,85","32,73","27,85","32,73","27,85","32,73","27,85","32,73","27,85","32,73","27,85","41,9","27,85","32,73","27,85","42,93","27,85","42,93","27,85"
08-01-2018,08 - 09,"41,67","27,5","41,67","27,5","32,98","27,5","32,98","27,5","41,67","27,5","32,98","27,5","32,98","27,5","41,67","27,5","43,87","27,5","41,67","27,5","44,95","27,5","44,95","27,5"
08-01-2018,09 - 10,"42,57","25,78","42,57","25,78","33,34","25,78","33,34","25,78","42,57","25,78","33,34","25,78","33,34","25,78","42,57","25,78","58,68","25,78","42,57","25,78","58,68","25,78","58,68","25,78"
08-01-2018,10 - 11,"39,48","25,78","39,48","25,78","33,06","25,78","33,06","25,78","39,48","25,78","33,06","25,78","33,06","25,78","39,48","25,78","60,43","29,91","39,48","25,78","60,43","29,91","60,43","29,91"
08-01-2018,11 - 12,"35,87","25,78","35,87","25,78","33,15","25,78","33,15","25,78","35,87","25,78","33,15","25,78","33,15","25,78","35,87","25,78","41,54","25,78","35,87","25,78","41,54","25,78","41,54","25,78"
08-01-2018,12 - 13,"33,09","25,9","33,09","25,9","33,06","25,9","33,06","25,9","33,09","25,9","33,06","25,9","33,06","25,9","33,09","25,9","41,87","25,9","33,09","25,9","42,9","25,9","42,9","25,9"
08-01-2018,13 - 14,"32,91","25,78","32,91","25,78","32,9","25,78","32,9","25,78","32,91","25,78","32,9","25,78","32,9","25,78","32,91","25,78","41,87","25,78","32,91","25,78","42,9","25,78","42,9","25,78"
08-01-2018,14 - 15,"34,35","25,78","34,35","25,78","33,04","25,78","33,04","25,78","34,35","25,78","33,04","25,78","33,04","25,78","34,35","25,78","39,93","25,78","34,35","25,78","40,91","25,78","40,91","25,78"
08-01-2018,15 - 16,"38,01",26,"38,01",26,"33,2",26,"33,2",26,"38,01",26,"33,2",26,"33,2",26,"38,01",26,"40,97",26,"38,01",26,"40,97",26,"40,97",26
08-01-2018,16 - 17,"39,69","27,8","39,69","27,8","33,4","27,8","33,4","27,8","39,69","27,8","33,4","27,8","33,4","27,8","39,69","27,8","39,69","27,8","39,69","27,8","39,69","27,8","39,69","27,8"
08-01-2018,17 - 18,"40,26","27,85","40,26","27,85","32,9","27,85","32,9","27,85","40,26","27,85","32,9","27,85","32,9","27,85","40,26","27,85","40,26","27,85","40,26","27,85","40,26","27,85","40,26","27,85"
08-01-2018,18 - 19,"32,95",28,"32,95",28,"32,5",28,"32,5",28,"32,95",28,"32,5",28,"32,5",28,"32,95",28,"37,08",28,"32,95",28,"37,99",28,"37,99",28
08-01-2018,19 - 20,"31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,16","25,78","31,92","25,78","31,16","25,78"
08-01-2018,20 - 21,"29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","29,68","25,78","28,02","25,78","29,68","25,78"
08-01-2018,21 - 22,"28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","28,92","24,75","24,78","24,75","28,92","24,75"
08-01-2018,22 - 23,"28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75","28,49","24,75"
08-01-2018,23 - 00,"28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1","28,09","22,1"
09-01-2018,00 - 01,"27,63","22,1","27,63","22,1","27,17","22,1","27,17","22,1","27,63","22,1","27,17","22,1","27,17","22,1","27,17","22,1","27,17","22,1","27,17","22,1","27,17","22,1","27,17","22,1"
09-01-2018,01 - 02,"27,47","23,79","27,47","23,79","25,29","23,79","25,29","23,79","27,47","23,79","25,29","23,79","25,29","23,79","25,29","23,79","25,29","23,79","25,29","23,79","22,1","22,1","22,1","22,1"
09-01-2018,02 - 03,"27,35","23,79","27,35","23,79","25,3","23,79","25,3","23,79","27,35","23,79","25,3","23,79","25,3","23,79","25,3","23,79","25,3","23,79","25,3","23,79","9,79","9,79","9,79","9,79"
09-01-2018,03 - 04,"27,38","23,79","27,38","23,79","26,58","23,79","26,58","23,79","27,38","23,79","26,58","23,79","26,58","23,79","26,58","23,79","26,58","23,79","26,58","23,79","4,99","4,99","4,99","4,99"
09-01-2018,04 - 05,"27,47","23,79","27,47","23,79","27,26","23,79","27,26","23,79","27,47","23,79","27,26","23,79","27,26","23,79","27,26","23,79","27,26","23,79","27,26","23,79","9,24","9,24","9,24","9,24"
09-01-2018,05 - 06,"28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","28,25","14,66","14,66","14,66","14,66"
09-01-2018,06 - 07,"28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,99","28,17","28,17","28,99","28,99"
09-01-2018,07 - 08,"31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54","39,05","39,05","32,36","32,36","31,54","31,54"
09-01-2018,08 - 09,"32,53","32,53","32,53","32,53","32,53","32,53","32,45","32,45","32,53","32,53","32,53","32,53","32,53","32,53","32,53","32,53","32,53","32,53","39,07","39,07","32,53","32,53","32,53","32,53"
09-01-2018,09 - 10,"32,26","28,96","32,26","28,96","32,26","28,96","32,26","28,96","32,26","28,96","32,26","28,96","32,26","28,96","32,26","28,96","32,26","28,96","39,44","28,96","32,26","28,96","32,26","28,96"
09-01-2018,10 - 11,"32,13","28,96","32,13","28,96","32,13","28,96","32,13","28,96","32,13","28,96","32,13","28,96","32,13","28,96","32,13","28,96","32,13","28,96","39,48","28,96","32,13","28,96","32,13","28,96"
09-01-2018,11 - 12,"32,32","28,96","32,32","28,96","32,32","28,96","32,32","28,96","32,32","28,96","32,32","28,96","32,32","28,96","32,32","28,96","32,32","28,96","40,59","28,96","32,32","28,96","32,32","28,96"
09-01-2018,12 - 13,"32,04","27,92","32,04","27,92","32,04","27,92","32,04","27,92","32,04","27,92","32,04","27,92","32,04","27,92","32,04","27,92","32,04","27,92","39,87","27,92","32,04","27,92","32,04","27,92"
09-01-2018,13 - 14,"31,8",27,"31,8",27,"31,8",27,"31,8",27,"31,8",27,"31,8",27,"31,8",27,"31,8",27,"31,8",27,40,27,"31,8",27,"31,8",27
09-01-2018,14 - 15,"31,47","26,5","31,47","26,5","31,47","26,5","31,47","26,5","31,47","26,5","31,47","26,5","31,47","26,5","31,47","26,5","31,47","26,5","39,63","26,5","31,47","26,5","31,47","26,5"
09-01-2018,15 - 16,"31,4","26,5","31,4","26,5","31,4","26,5","31,4","26,5","31,4","26,5","31,4","26,5","31,4","26,5","31,4","26,5","31,4","26,5","40,7","26,5","31,4","26,5","31,4","26,5"
09-01-2018,16 - 17,"32,25","27,7","32,25","27,7","32,25","27,7","32,25","27,7","32,25","27,7","32,25","27,7","32,25","27,7","32,25","27,7","32,25","27,7","42,17","27,7","32,25","27,7","32,25","27,7"
09-01-2018,17 - 18,"32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","32,87","42,21","42,21","32,87","32,87","32,87","32,87"
09-01-2018,18 - 19,"32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44",53,"42,09","32,44","32,44","32,44","32,44"
09-01-2018,19 - 20,"32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5","32,58","31,5"
09-01-2018,20 - 21,"32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59","32,58","30,59"
09-01-2018,21 - 22,33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15",33,"30,15"
09-01-2018,22 - 23,"32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23","32,58","29,23"
09-01-2018,23 - 00,"31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56","31,03","28,56"
10-01-2018,00 - 01,"31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87","31,03","28,87"
10-01-2018,01 - 02,"31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3","31,03","28,3"
10-01-2018,02 - 03,"31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95","31,03","27,95"
10-01-2018,03 - 04,"31,03","27,81","31,03","27,81","31,03","27,57","31,03","27,57","31,03","27,81","31,03","27,57","31,03","27,57","31,03","27,57","31,03","27,57","31,03","27,57","31,03","26,91","31,03","26,91"
10-01-2018,04 - 05,"32,06","28,32","32,06","28,32","32,06","28,04","32,06","28,04","32,06","28,32","32,06","28,04","32,06","28,04","32,06","28,04","32,06","28,04","32,06","28,04","32,06","26,63","32,06","27,37"
10-01-2018,05 - 06,"33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,17","33,1","30,91","33,1","30,17"
10-01-2018,06 - 07,"46,54","33,02","46,54","33,02","46,54","33,02","46,54","33,02","46,54","33,02","46,54","33,54","46,54","33,54","46,54","33,54","46,54","33,54","46,54","36,62","46,54","34,87","46,54","34,87"
10-01-2018,07 - 08,"84,6","44,01","84,6","44,01","84,6","44,01","52,75","44,01","84,6","44,01","84,6","44,01","84,6","44,01","84,6","44,01","84,6","44,01",92,"44,01","84,6","44,01","84,6","44,01"
10-01-2018,08 - 09,155,"47,98",155,"47,98",155,"47,98","47,98","47,98",155,"47,98",155,"47,98",155,"47,98",155,"47,98",155,"47,98",155,"47,98",155,"47,98",155,"47,98"
